dataset,total_pnl,sharpe,max_drawdown,max_drawdown_duration,trades,hit_rate,profit_factor,turnover,average_holding_period,active_fraction,long_fraction,short_fraction,flat_fraction,average_abs_position,max_abs_position,gross_exposure,return_per_gross_exposure,annualized_volatility,downside_deviation,sortino,tail_loss_95,expected_shortfall_95,time_under_water,underwater_fraction,average_drawdown,ulcer_index,drawdown_recovery_ratio,walk_forward_folds,walk_forward_mean_sharpe,walk_forward_median_sharpe,walk_forward_sharpe_std,walk_forward_total_return,walk_forward_mean_return,walk_forward_return_std,walk_forward_return_standard_error,walk_forward_return_t_stat,walk_forward_return_ci95_lower,walk_forward_return_ci95_upper,walk_forward_return_consistency,walk_forward_positive_fold_rate,walk_forward_positive_return_concentration,walk_forward_worst_drawdown,walk_forward_worst_fold,walk_forward_worst_fold_return,walk_forward_best_fold,walk_forward_best_fold_return,decay_windows,decay_window_size,decay_recent_window_return,decay_early_mean_return,decay_recent_mean_return,decay_return_decay,decay_early_mean_sharpe,decay_recent_mean_sharpe,decay_sharpe_decay,decay_negative_window_rate,decay_worst_window,decay_worst_window_return,decay_best_window,decay_best_window_return
deterministic_synthetic_engineering_validation,-11.901565255713393,-1.3191504561019358,-12.857903217170305,211,16,0.4344262295081967,0.6809284062633274,16.0,14.25,0.35625,0.146875,0.209375,0.64375,0.35625,1.0,114.0,-0.10439969522555609,7.1049383302112545,0.36631164822098694,-1.611772142925493,0.7848065236796502,1.4430911429335624,296,0.925,-5.665129564076758,6.1796019868314325,-0.9256225571693658,4,-1.4585220776708678,-1.4373774947269897,0.9746660636103124,-6.169528661669408,-1.542382165417352,0.8784133821590009,0.43920669107950044,-3.51174560120298,-2.403227279933173,-0.681537050901531,-1.75587280060149,0.0,0.0,-3.9539885931633063,3,-2.3881870732718404,1,-0.5123286715430011,13,63,-5.660138833550467,-3.1799239673145605,-4.851772076338657,-1.6718481090240962,-2.873706139266925,-3.0083097942096004,-0.13460365494267545,0.6153846153846154,12,-5.660138833550467,2,3.6135455221529496
